fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20240508 214210	1071	301019	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2675	1	1	1	FALSE	1	0.1	50	0.5	FALSE	889963	0.107872441843061	0.577545188067891	627	1559	14122	61193280.3598201	37
20240508 225501	1071	301019	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1220	1	1	1	FALSE	1	0.1	50	0.5	FALSE	889963	0.107095776874846	0.526720538753913	599	1764	12093	60996802.0989505	38
20240509 001331	1071	301019	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	295	1	1	1	FALSE	1	0.1	50	0.5	FALSE	889963	0.112202819890592	0.556909418614403	617	1498	13075	61245224.8875562	39
20240509 012944	1071	301019	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	519	1	1	1	FALSE	1	0.1	50	0.5	FALSE	889963	0.108356167052784	0.557686252454013	621	1567	12025	61576994.0029985	40
20240509 023501	1071	301019	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	579	1	1	1	FALSE	1	0.1	50	0.5	FALSE	889963	0.098227989268497	0.61528679355813	641	1994	11792	61222500.7496252	41
20240509 035133	1071	301019	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	613	1	1	1	FALSE	1	0.1	50	0.5	FALSE	889963	0.106971664529924	0.578629466820466	612	1497	11665	61222031.4842579	42
20240509 045659	1071	301019	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1512	1	1	1	FALSE	1	0.1	50	0.5	FALSE	889963	0.10432435299654	0.633175761758025	645	1999	12068	60770212.8935532	43
20240509 062947	1071	301019	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	837	1	1	1	FALSE	1	0.1	50	0.5	FALSE	889963	0.117138531839624	0.504800537874754	588	880	12165	60851386.8065967	44
20240509 075118	1071	301019	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1018	1	1	1	FALSE	1	0.1	50	0.5	FALSE	889963	0.102052843951313	0.56054829662821	598	1671	13170	60747751.1244378	45
20240509 093333	1071	301019	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	394	1	1	1	FALSE	1	0.1	50	0.5	FALSE	889963	0.138177588363068	0.53207535728863	407	628	13156	60078146.9265367	46
20240509 104350	1071	301019	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1542	1	1	1	FALSE	1	0.1	50	0.5	FALSE	889963	0.109599970993704	0.585313859291186	646	1769	12028	60640437.7811094	47
20240509 115428	1071	301019	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1123	1	1	1	FALSE	1	0.1	50	0.5	FALSE	889963	0.105131438754933	0.52249958028178	636	1873	11269	61324514.2428786	48
20240509 130515	1071	301019	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	614	1	1	1	FALSE	1	0.1	50	0.5	FALSE	889963	0.104305294625643	0.519595348391647	636	1881	11838	61315445.2773613	49
20240509 141522	1071	301019	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	741	1	1	1	FALSE	1	0.1	50	0.5	FALSE	889963	0.101603334640711	0.511208012065829	629	1889	11487	60966766.1169415	50
20240509 152736	1071	301019	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1513	1	1	1	FALSE	1	0.1	50	0.5	FALSE	889963	0.105610702420461	0.534619121511722	644	1871	11470	61016866.5667166	51
20240509 164319	1071	301019	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	994	1	1	1	FALSE	1	0.1	50	0.5	FALSE	889963	0.104386703403289	0.555896129558957	646	1707	11729	60974559.2203898	52
20240509 175850	1071	301019	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1448	1	1	1	FALSE	1	0.1	50	0.5	FALSE	889963	0.106670316940745	0.54903279281348	644	1741	11933	61220910.0449775	53
